config,seed,fold,r2,rmse,aare
baseline,2,400-0_1,0.6000527739524841,10.679661067770875,13.680667877197266
baseline,2,450-0_001,0.48930197954177856,2.529419130883404,16.338218688964844
baseline,2,450-0_01,0.9047199487686157,2.087513303428792,3.3309788703918457
baseline,2,450-0_1,0.3850230574607849,5.429018443209957,11.986754417419434
consistency,42,250-0_001,0.7635275721549988,7.447748640250261,14.607492446899414
consistency,42,250-0_01,0.6598085165023804,13.845694721793542,14.34920597076416
consistency,42,250-0_1,0.3993719220161438,37.161355042486676,24.914731979370117
consistency,42,300-0_001,0.8009492754936218,5.849570899289156,10.725671768188477
consistency,42,300-0_01,0.8514309525489807,6.730086729219209,9.024145126342773
consistency,42,300-0_1,0.8110507130622864,14.06363602182227,8.683059692382812
consistency,42,350-0_001,0.7053550481796265,4.81978442299604,15.187091827392578
consistency,42,350-0_01,0.6885953545570374,7.686240488475474,12.508426666259766
consistency,42,350-0_1,0.022208034992218018,20.382333383598557,24.050445556640625
consistency,42,400-0_001,0.746738851070404,2.7640703217356384,10.696125030517578
consistency,42,400-0_01,0.804132878780365,3.9471038679514088,8.020734786987305
consistency,42,400-0_1,0.7638857364654541,8.205729683202406,11.48933219909668
consistency,42,450-0_001,0.4882904291152954,2.5319228985092264,14.690378189086914
consistency,42,450-0_01,0.6907278299331665,3.7609591246911545,10.372204780578613
consistency,42,450-0_1,0.685249924659729,3.883960822712207,11.756380081176758
consistency,1,250-0_001,0.618442177772522,9.460518560733776,15.34536075592041
consistency,1,250-0_01,0.7457690238952637,11.969259306028963,12.280009269714355
consistency,1,250-0_1,0.5593908429145813,31.8284500397615,21.093759536743164
consistency,1,300-0_001,0.7863150835037231,6.060787627650425,10.856330871582031
consistency,1,300-0_01,0.8571175336837769,6.600031604113193,8.764760971069336
consistency,1,300-0_1,0.7516612410545349,16.123052435076268,8.042675018310547
consistency,1,350-0_001,0.7348016500473022,4.572603091855287,12.963336944580078
consistency,1,350-0_01,0.8443715572357178,5.433703269924291,6.990126609802246
consistency,1,350-0_1,-0.24714601039886475,23.019151757965584,27.422040939331055
consistency,1,400-0_001,0.6247940063476562,3.3643384594379504,13.035823822021484
consistency,1,400-0_01,0.8081413507461548,3.9065057289338347,8.67994213104248
consistency,1,400-0_1,0.7592874765396118,8.28524695332835,12.881110191345215
consistency,1,450-0_001,0.503014326095581,2.4952302253932532,14.129218101501465
consistency,1,450-0_01,0.809006929397583,2.9555411975036994,7.592604160308838
consistency,1,450-0_1,0.43450266122817993,5.206036277313396,14.724737167358398
consistency,2,250-0_001,0.8591812252998352,5.747315153158609,11.033357620239258
consistency,2,250-0_01,0.7692026495933533,11.404294700772613,10.595353126525879
consistency,2,250-0_1,0.5560294389724731,31.94962732996173,22.8974552154541
consistency,2,300-0_001,0.8025749325752258,5.825634953678903,10.552704811096191
consistency,2,300-0_01,0.8783726692199707,6.089366098871374,7.747371673583984
consistency,2,300-0_1,0.7854341864585876,14.986674175147442,8.164603233337402
consistency,2,350-0_001,0.7003017663955688,4.860939485456943,13.339035034179688
consistency,2,350-0_01,0.687572181224823,7.698857299433534,11.076499938964844
consistency,2,350-0_1,-0.021954059600830078,20.83753611579241,25.153696060180664
consistency,2,400-0_001,0.7840845584869385,2.552152630131151,9.195908546447754
consistency,2,400-0_01,0.8275507092475891,3.7036373250805728,6.569864749908447
consistency,2,400-0_1,0.7760816216468811,7.990997255655428,12.691346168518066
consistency,2,450-0_001,0.6498748064041138,2.094355367570214,11.111871719360352
consistency,2,450-0_01,0.7459414005279541,3.4087501239951448,8.25903606414795
consistency,2,450-0_1,0.40876591205596924,5.323185843612335,16.606449127197266
smooth,42,250-0_001,0.8233640193939209,6.436863543704607,9.944441795349121
smooth,42,250-0_01,0.6590094566345215,13.861946082507172,14.15084171295166
smooth,42,250-0_1,0.7510443925857544,23.924875301725713,18.053630828857422
smooth,42,300-0_001,0.8386140465736389,5.26714124271673,9.772537231445312
smooth,42,300-0_01,0.9233039617538452,4.835517433669158,7.119536399841309
smooth,42,300-0_1,0.42699486017227173,24.490872921260127,8.014904975891113
smooth,42,350-0_001,0.847267746925354,3.470112163698733,10.197277069091797
smooth,42,350-0_01,0.9106481075286865,4.117212979493028,5.405346393585205
smooth,42,350-0_1,-0.38783717155456543,24.282864982087293,25.362655639648438
smooth,42,400-0_001,0.8244213461875916,2.30144518354475,10.091172218322754
smooth,42,400-0_01,0.5748385787010193,5.815334162339919,12.913372993469238
smooth,42,400-0_1,0.43683797121047974,12.672805770764247,16.328767776489258
smooth,42,450-0_001,0.3326268196105957,2.8914991551964793,17.52829933166504
smooth,42,450-0_01,0.4088807702064514,5.199550007643202,14.175426483154297
smooth,42,450-0_1,0.8061364889144897,3.0481755537604736,9.988142013549805
smooth,1,250-0_001,0.7653420567512512,7.419119811381588,9.813861846923828
smooth,1,250-0_01,0.28265005350112915,20.10567100575847,16.01100730895996
smooth,1,250-0_1,0.6252732276916504,29.35256789767294,17.58212661743164
smooth,1,300-0_001,0.9022289514541626,4.099654038882475,8.110139846801758
smooth,1,300-0_01,0.8639424443244934,6.440474332317779,9.509684562683105
smooth,1,300-0_1,0.398906409740448,25.08395692508523,8.088685989379883
smooth,1,350-0_001,0.9280436635017395,2.3818404419353163,6.138500690460205
smooth,1,350-0_01,0.9106581211090088,4.1169818052270175,6.277786731719971
smooth,1,350-0_1,-0.26280903816223145,23.163250934349787,23.43246841430664
smooth,1,400-0_001,0.8957203030586243,1.7736366597068656,6.423026084899902
smooth,1,400-0_01,0.22155988216400146,7.868833761701102,18.224468231201172
smooth,1,400-0_1,0.7199593782424927,8.936483685523132,10.07044506072998
smooth,1,450-0_001,0.6729136109352112,2.0242769716606483,11.394889831542969
smooth,1,450-0_01,0.03026437759399414,6.659703464722518,20.339982986450195
smooth,1,450-0_1,0.7474250197410583,3.4792615378840126,10.808327674865723
smooth,2,250-0_001,0.8163008093833923,6.56429912791697,9.932329177856445
smooth,2,250-0_01,0.782810628414154,11.062984822312238,9.046142578125
smooth,2,250-0_1,0.8555229902267456,18.22586512140996,16.12261390686035
smooth,2,300-0_001,0.7683800458908081,6.310010664699629,10.811189651489258
smooth,2,300-0_01,0.9157668948173523,5.0675488950368175,7.327162265777588
smooth,2,300-0_1,0.40289103984832764,25.00067870172478,6.875685691833496
smooth,2,350-0_001,0.8587223291397095,3.337450885768507,9.207131385803223
smooth,2,350-0_01,0.8410772085189819,5.490912472576315,9.026745796203613
smooth,2,350-0_1,-0.1819911003112793,22.409789589230723,23.692350387573242
smooth,2,400-0_001,0.7915145754814148,2.50785623197364,10.582352638244629
smooth,2,400-0_01,-0.03680610656738281,9.081268869211083,22.490121841430664
smooth,2,400-0_1,0.5289158821105957,11.590584952706159,15.684013366699219
smooth,2,450-0_001,0.6827105283737183,1.9937309718644054,9.72869873046875
smooth,2,450-0_01,0.4332270622253418,5.091347906162661,11.88681411743164
smooth,2,450-0_1,0.6826668977737427,3.899865020959272,9.359378814697266
mono,42,250-0_001,0.8267735242843628,6.374437793549945,8.685168266296387
mono,42,250-0_01,0.7327641248703003,12.271577476817365,14.856526374816895
mono,42,250-0_1,0.6853525042533875,26.896816181532063,16.39984893798828
mono,42,300-0_001,0.8767139315605164,4.6036163047168355,6.893404006958008
mono,42,300-0_01,0.8987131714820862,5.556905440471416,8.585332870483398
mono,42,300-0_1,0.35996395349502563,25.88375219958821,9.21324348449707
mono,42,350-0_001,0.883673369884491,3.0284313192630212,8.23662281036377
mono,42,350-0_01,0.8575671911239624,5.198241178464818,9.813583374023438
mono,42,350-0_1,-0.25168704986572266,23.061021876327786,24.206424713134766
mono,42,400-0_001,0.8161619901657104,2.3549541967841785,9.88400650024414
mono,42,400-0_01,0.9363541007041931,2.2500021192752606,5.047060012817383
mono,42,400-0_1,0.5966049432754517,10.725595140283883,11.088096618652344
mono,42,450-0_001,0.6417781710624695,2.1184329490539584,12.074070930480957
mono,42,450-0_01,0.8878880739212036,2.2644051260316878,4.128857612609863
mono,42,450-0_1,0.6150357127189636,4.29538526199341,10.406417846679688
mono,1,250-0_001,0.900641679763794,4.8276623748069785,6.363855838775635
mono,1,250-0_01,-0.44225871562957764,28.508516879486535,20.245943069458008
mono,1,250-0_1,0.47419434785842896,34.769732903372656,20.314943313598633
mono,1,300-0_001,0.8970376253128052,4.207086107610077,7.089946269989014
mono,1,300-0_01,0.7631458044052124,8.497614806371312,12.136441230773926
mono,1,300-0_1,0.471649169921875,23.517231568874397,6.906005859375
mono,1,350-0_001,0.836381196975708,3.5916558840088983,9.952197074890137
mono,1,350-0_01,0.7803479433059692,6.455339619797985,11.986005783081055
mono,1,350-0_1,-0.28115689754486084,23.330917814655702,25.836320877075195
mono,1,400-0_001,0.8018879890441895,2.44466969386651,10.052711486816406
mono,1,400-0_01,0.9180415868759155,2.553256599461815,4.559531211853027
mono,1,400-0_1,0.5588584542274475,11.2161831695358,16.583465576171875
mono,1,450-0_001,0.6412605047225952,2.119963005570855,13.512807846069336
mono,1,450-0_01,0.8804363012313843,2.338449205866043,3.834681510925293
mono,1,450-0_1,0.7171444892883301,3.6819189477440086,8.000547409057617
mono,2,250-0_001,0.7866156101226807,7.074830490615819,14.062929153442383
mono,2,250-0_01,0.8242408633232117,9.952036847527786,8.547048568725586
mono,2,250-0_1,0.4870442748069763,34.342242915067445,22.18024444580078
mono,2,300-0_001,0.8116849064826965,5.689639181754384,8.581122398376465
mono,2,300-0_01,0.763300359249115,8.494841412730517,11.71536636352539
mono,2,300-0_1,0.3478686809539795,26.127179652644532,6.5269551277160645
mono,2,350-0_001,0.8640981912612915,3.273336987101684,8.482831954956055
mono,2,350-0_01,0.7842189073562622,6.398204086573612,11.92760944366455
mono,2,350-0_1,-0.23428523540496826,22.900156665249447,24.606796264648438
mono,2,400-0_001,0.8526726365089417,2.108174300195523,8.94375228881836
mono,2,400-0_01,0.9126622080802917,2.6357175833651554,5.428669452667236
mono,2,400-0_1,0.5249037742614746,11.639837169229295,18.008710861206055
mono,2,450-0_001,0.5792866349220276,2.295788358696691,13.732007026672363
mono,2,450-0_01,0.8562179207801819,2.564369450153367,5.523515701293945
mono,2,450-0_1,0.3605577349662781,5.535955291986474,13.646215438842773
cons+mono,42,250-0_001,0.8168445229530334,6.554577213855413,13.569808006286621
cons+mono,42,250-0_01,0.6074615716934204,14.872847713907843,14.965079307556152
cons+mono,42,250-0_1,0.3099824786186218,39.83077913871225,27.366750717163086
cons+mono,42,300-0_001,0.8109724521636963,5.7003909729836115,9.599068641662598
cons+mono,42,300-0_01,0.8359079360961914,7.072945491261987,10.096351623535156
cons+mono,42,300-0_1,0.7003418207168579,17.710795344323632,12.34069538116455
cons+mono,42,350-0_001,0.6500275731086731,5.252850439917419,15.045289993286133
cons+mono,42,350-0_01,0.7655602693557739,6.669097107681778,8.61205005645752
cons+mono,42,350-0_1,-0.03299546241760254,20.949799617273342,24.22345733642578
cons+mono,42,400-0_001,0.7294907569885254,2.8566421206238393,10.397643089294434
cons+mono,42,400-0_01,0.6820887327194214,5.028642061437229,11.943151473999023
cons+mono,42,400-0_1,0.7356146574020386,8.683099963468457,12.674568176269531
cons+mono,42,450-0_001,0.40184056758880615,2.7374561497908214,16.46614646911621
cons+mono,42,450-0_01,0.6805260181427002,3.822486680021961,10.746803283691406
cons+mono,42,450-0_1,0.6350979804992676,4.181961268212335,12.081725120544434
cons+mono,1,250-0_001,0.6275061964988708,9.347474239504654,13.392003059387207
cons+mono,1,250-0_01,0.6375162601470947,14.292141356893644,14.81307601928711
cons+mono,1,250-0_1,0.5551880598068237,31.97988927233948,20.79334259033203
cons+mono,1,300-0_001,0.8514728546142578,5.052950105017261,8.372591972351074
cons+mono,1,300-0_01,0.7740994691848755,8.298796178083366,13.03844928741455
cons+mono,1,300-0_1,0.6821023225784302,18.241840367414532,10.436210632324219
cons+mono,1,350-0_001,0.6588494181632996,5.1862227004871135,15.96867561340332
cons+mono,1,350-0_01,0.8282555341720581,5.708116661841742,8.158878326416016
cons+mono,1,350-0_1,-0.1691676378250122,22.287895249623798,26.13070297241211
cons+mono,1,400-0_001,0.7666513323783875,2.6531846254296383,9.18951416015625
cons+mono,1,400-0_01,0.7938576936721802,4.049312844085691,7.566800117492676
cons+mono,1,400-0_1,0.7321155071258545,8.740372074683448,15.019254684448242
cons+mono,1,450-0_001,0.02254807949066162,3.4993420391162213,20.305269241333008
cons+mono,1,450-0_01,0.718183159828186,3.590142205484767,9.383271217346191
cons+mono,1,450-0_1,0.48980504274368286,4.944928146781413,13.366922378540039
cons+mono,2,250-0_001,0.825509250164032,6.397656440804735,13.554048538208008
cons+mono,2,250-0_01,0.7173351049423218,12.620860412575322,12.306103706359863
cons+mono,2,250-0_1,0.6574596166610718,28.063678810152012,19.834930419921875
cons+mono,2,300-0_001,0.8026416897773743,5.824650032761658,9.470054626464844
cons+mono,2,300-0_01,0.8445342779159546,6.884521549308319,9.03882122039795
cons+mono,2,300-0_1,0.7632891535758972,15.741064049552348,6.675747871398926
cons+mono,2,350-0_001,0.6317926645278931,5.387959846998324,15.059673309326172
cons+mono,2,350-0_01,0.7743734121322632,6.542543129813418,8.060918807983398
cons+mono,2,350-0_1,0.0022158026695251465,20.589650696898975,23.997713088989258
cons+mono,2,400-0_001,0.6732428073883057,3.139622010969654,11.349555969238281
cons+mono,2,400-0_01,0.7507319450378418,4.452778478156881,10.390235900878906
cons+mono,2,400-0_1,0.7301473617553711,8.772420442078552,13.19866943359375
cons+mono,2,450-0_001,0.37381112575531006,2.800859819956826,15.199710845947266
cons+mono,2,450-0_01,0.6392067670822144,4.062163823229906,10.362445831298828
cons+mono,2,450-0_1,0.427301824092865,5.23907733190424,15.992353439331055
all3,42,250-0_001,0.7129497528076172,8.205663204785527,14.286142349243164
all3,42,250-0_01,0.5732194185256958,15.507985672836632,15.1766996383667
all3,42,250-0_1,0.318575382232666,39.581990965451226,28.13269805908203
all3,42,300-0_001,0.7890025973320007,6.022553652425016,10.615010261535645
all3,42,300-0_01,0.8110597729682922,7.589596966684016,11.30982780456543
all3,42,300-0_1,0.6003710031509399,20.452834789528183,12.248515129089355
all3,42,350-0_001,0.7169990539550781,4.723588900295941,14.39229965209961
all3,42,350-0_01,0.7952741384506226,6.2321479663055,7.888913154602051
all3,42,350-0_1,-0.18132102489471436,22.40343658788235,26.609874725341797
all3,42,400-0_001,0.7196415662765503,2.908182137684513,11.170013427734375
all3,42,400-0_01,0.7241427898406982,4.68424895398819,10.964187622070312
all3,42,400-0_1,0.8243995904922485,7.076506372769522,10.60029125213623
all3,42,450-0_001,0.24687784910202026,3.0716476837526514,18.305042266845703
all3,42,450-0_01,0.7742130160331726,3.2134955025216017,8.150238037109375
all3,42,450-0_1,0.8336479067802429,2.8236187182706187,6.569638252258301
all3,1,250-0_001,0.668541431427002,8.817578306702142,14.238141059875488
all3,1,250-0_01,0.7370271682739258,12.173305285429493,13.111136436462402
all3,1,250-0_1,0.5125369429588318,33.47800554795268,22.66109275817871
all3,1,300-0_001,0.8024023771286011,5.828180307734387,10.71292781829834
all3,1,300-0_01,0.7847746014595032,8.100340527570285,12.129347801208496
all3,1,300-0_1,0.7258013486862183,16.941727339446253,8.22197151184082
all3,1,350-0_001,0.7026419639587402,4.841923720101267,15.041138648986816
all3,1,350-0_01,0.868245542049408,4.999586660466313,5.783953666687012
all3,1,350-0_1,-0.30234086513519287,23.523015865118676,28.395259857177734
all3,1,400-0_001,0.7456569075584412,2.7699681033009105,10.22605037689209
all3,1,400-0_01,0.6794431209564209,5.0495224377524295,8.266852378845215
all3,1,400-0_1,0.7688912153244019,8.118285236167873,9.958711624145508
all3,1,450-0_001,0.4913182258605957,2.5244210514289134,14.854913711547852
all3,1,450-0_01,0.723430871963501,3.5565596460783953,9.329394340515137
all3,1,450-0_1,0.6506221294403076,4.09203762903,11.050750732421875
all3,2,250-0_001,0.6725428104400635,8.764194419386232,16.285709381103516
all3,2,250-0_01,0.6871987581253052,13.276612816376645,11.34754753112793
all3,2,250-0_1,0.5436837077140808,32.39080401240933,23.379175186157227
all3,2,300-0_001,0.8185977935791016,5.58423149893661,9.483156204223633
all3,2,300-0_01,0.8488132953643799,6.789116722039658,8.620010375976562
all3,2,300-0_1,0.803538978099823,14.340463565159666,6.133283615112305
all3,2,350-0_001,0.7890536785125732,4.078158440580686,11.938770294189453
all3,2,350-0_01,0.7609479427337646,6.734380381287728,9.50289249420166
all3,2,350-0_1,-0.16296350955963135,22.22868234618634,25.71534538269043
all3,2,400-0_001,0.8188648223876953,2.337578442731202,8.722308158874512
all3,2,400-0_01,0.8090473413467407,3.8972709301670316,7.404974937438965
all3,2,400-0_1,0.6636772751808167,9.79341631468779,16.59763526916504
all3,2,450-0_001,0.5680471658706665,2.326252638842497,13.306614875793457
all3,2,450-0_01,0.7382543087005615,3.4599351658562494,8.118908882141113
all3,2,450-0_1,0.5873762369155884,4.4470196548278045,10.70968246459961
